MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2013 to Apr 2026


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
,,13,14 Oct 2021,0.1782,1.0043207052,0.1257,0.1344,0.1356,1273,0.2500,0.0100,Normal
,,14,15 Oct 2021,0.2286,1.0043269953,0.1310,0.1359,0.1364,1933,0.5000,0.1000,Normal
,,15,18 Oct 2021,0.3204,1.0043534435,0.1505,0.1437,0.1396,2178,0.4000,0.0500,Normal
,,18,19 Oct 2021,0.2243,1.0043596155,0.1534,0.1452,0.1400,1591,0.3000,0.0100,Normal
,,19,20 Oct 2021,0.3152,1.0043682887,0.1593,0.1476,0.1414,1541,0.4000,0.2000,Normal
,,20,21 Oct 2021,0.2600,1.0043754431,0.1623,0.1495,0.1420,1716,0.4000,0.1500,Normal
,,21,22 Oct 2021,0.1892,1.0043806494,0.1639,0.1498,0.1425,1967,0.3000,0.0500,Normal
,,22,25 Oct 2021,0.2247,1.0043991988,0.1724,0.1530,0.1430,1772,0.3000,0.0800,Normal
,,25,26 Oct 2021,0.2614,1.0044063919,0.1771,0.1547,0.1434,1014,0.3500,0.0500,Normal
,,26,27 Oct 2021,0.1743,1.0044111883,0.1788,0.1557,0.1439,867,0.3000,0.0500,Normal
,,27,28 Oct 2021,0.0989,1.0044139099,0.1783,0.1555,0.1434,1114,0.2100,0.0400,Normal
,,28,29 Oct 2021,0.1414,1.0044178009,0.1799,0.1557,0.1432,1312,0.2000,0.1000,Normal
,,29,01 Nov 2021,0.2229,1.0044362024,0.1910,0.1555,0.1437,1620,0.4000,0.0500,Normal
,Nov,01,02 Nov 2021,0.1859,1.0044413182,0.1944,0.1546,0.1434,1812,0.2800,0.0000,Normal
,,02,03 Nov 2021,0.1453,1.0044453167,0.1965,0.1537,0.1428,1103,0.2500,0.0000,Normal
,,03,05 Nov 2021,0.1097,1.0044513543,0.1994,0.1539,0.1421,1122,0.2500,0.0050,Normal
,,05,08 Nov 2021,0.0764,1.0044576617,0.1982,0.1504,0.1407,2438,0.2500,0.0050,Normal
,,08,09 Nov 2021,0.0895,1.0044601247,0.1945,0.1489,0.1400,3152,0.2000,0.0000,Normal
,,09,10 Nov 2021,0.1139,1.0044632592,0.1915,0.1476,0.1395,4525,0.2000,0.0100,Normal
,,10,11 Nov 2021,0.1607,1.0044676816,0.1900,0.1486,0.1394,1851,0.2500,0.0300,Normal
,,11,12 Nov 2021,0.1597,1.0044720765,0.1886,0.1492,0.1397,2360,0.3000,0.0500,Normal
,,12,15 Nov 2021,0.1920,1.0044879279,0.1887,0.1523,0.1402,4040,0.3800,0.0200,Normal
,,15,16 Nov 2021,0.1681,1.0044925540,0.1838,0.1530,0.1401,2012,0.2800,0.0300,Normal
,,16,17 Nov 2021,0.2179,1.0044985507,0.1804,0.1545,0.1403,1605,0.3000,0.0100,Normal
,,17,18 Nov 2021,0.2460,1.0045053207,0.1780,0.1558,0.1408,755,0.3000,0.1500,Normal
,,18,19 Nov 2021,0.1922,1.0045106102,0.1770,0.1569,0.1412,1050,0.3300,0.0300,Normal
,,19,22 Nov 2021,0.2522,1.0045314325,0.1768,0.1615,0.1442,1914,0.4000,0.1500,Normal
,,22,23 Nov 2021,0.0987,1.0045341488,0.1727,0.1613,0.1444,1856,0.3300,0.0100,Normal
,,23,24 Nov 2021,0.1422,1.0045380624,0.1700,0.1617,0.1448,2337,0.3300,0.0100,Normal
,,24,25 Nov 2021,0.1622,1.0045425264,0.1680,0.1622,0.1451,-,-,-,Contingency
,,25,26 Nov 2021,0.1391,1.0045463547,0.1641,0.1625,0.1454,801,0.3300,0.0100,Normal
,,26,29 Nov 2021,0.1391,1.0045578395,0.1642,0.1608,0.1453,1184,0.3000,0.0100,Normal
,,29,30 Nov 2021,0.1185,1.0045611009,0.1608,0.1596,0.1446,717,0.2800,0.0300,Normal
,,30,01 Dec 2021,0.1128,1.0045642054,0.1550,0.1579,0.1439,2515,0.2000,0.0000,Normal
,Dec,01,02 Dec 2021,0.1276,1.0045677173,0.1531,0.1572,0.1436,1421,0.2300,0.0500,Normal
,,02,03 Dec 2021,0.1010,1.0045704970,0.1516,0.1565,0.1433,1158,0.2000,0.0100,Normal
,,03,06 Dec 2021,0.1943,1.0045865399,0.1612,0.1579,0.1451,1397,0.4000,0.0000,Normal
,,06,07 Dec 2021,0.3106,1.0045950885,0.1690,0.1601,0.1463,1589,0.4500,0.2500,Normal
,,07,08 Dec 2021,0.3318,1.0046042207,0.1775,0.1617,0.1477,1033,0.3500,0.0000,Normal
,,08,09 Dec 2021,0.2237,1.0046103777,0.1820,0.1625,0.1483,1269,0.4000,0.0100,Normal
,,09,10 Dec 2021,0.1312,1.0046139888,0.1826,0.1628,0.1487,1471,0.3000,0.0100,Normal
,,10,13 Dec 2021,0.1584,1.0046270680,0.1813,0.1650,0.1497,3091,0.4000,0.0100,Normal
,,13,14 Dec 2021,0.2878,1.0046349894,0.1845,0.1670,0.1507,1884,0.4500,0.1000,Normal
,,14,15 Dec 2021,0.3320,1.0046441275,0.1892,0.1699,0.1520,1302,0.4500,0.2000,Normal
,,15,16 Dec 2021,0.2033,1.0046497232,0.1904,0.1708,0.1526,1718,0.3000,0.0500,Normal
,,16,17 Dec 2021,0.1865,1.0046548565,0.1893,0.1715,0.1530,1354,0.3000,0.1000,Normal
,,17,20 Dec 2021,0.2447,1.0046750625,0.1908,0.1750,0.1534,2257,0.3500,0.0100,Normal
,,20,21 Dec 2021,0.1920,1.0046803474,0.1888,0.1753,0.1531,2233,0.3500,0.0050,Normal
,,21,22 Dec 2021,0.1391,1.0046841762,0.1850,0.1753,0.1530,1938,0.2500,0.0000,Normal
,,22,23 Dec 2021,0.1056,1.0046870829,0.1852,0.1744,0.1527,2113,0.2500,0.0000,Normal
,,23,24 Dec 2021,0.1582,1.0046914374,0.1858,0.1749,0.1528,1238,0.2800,0.1000,Normal
,,24,27 Dec 2021,0.3037,1.0047165162,0.2015,0.1809,0.1555,1819,0.3500,0.0100,Normal
,,27,28 Dec 2021,0.2116,1.0047223408,0.2039,0.1820,0.1561,1243,0.2500,0.1500,Normal
,,28,29 Dec 2021,0.2229,1.0047284765,0.2067,0.1834,0.1568,1751,0.2500,0.1500,Normal
,,29,30 Dec 2021,0.2785,1.0047361427,0.2120,0.1856,0.1580,1093,0.3000,0.2500,Normal
,,30,31 Dec 2021,0.2885,1.0047440842,0.2145,0.1867,0.1587,-,-,-,Contingency
,,31,03 Jan 2022,0.3065,1.0047693955,0.2331,0.1943,0.1624,668,0.4000,0.0000,Normal


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
2022,Jan,03,04 Jan 2022,0.1416,1.0047732935,0.2314,0.1949,0.1626,1220,0.2500,0.0500,Normal
,,04,05 Jan 2022,0.1467,1.0047773318,0.2299,0.1960,0.1628,1400,0.2500,0.1000,Normal
,,05,06 Jan 2022,0.1767,1.0047821961,0.2293,0.1971,0.1631,-,-,-,Contingency
,,06,07 Jan 2022,0.1191,1.0047854747,0.2231,0.1977,0.1632,1534,0.2300,0.0300,Normal
,,07,10 Jan 2022,0.1461,1.0047975404,0.2151,0.1966,0.1637,1513,0.2500,0.0300,Normal
,,10,11 Jan 2022,0.1034,1.0048003868,0.2134,0.1955,0.1635,827,0.1600,0.0300,Normal
,,11,12 Jan 2022,0.1839,1.0048054494,0.2142,0.1953,0.1637,1290,0.3000,0.1000,Normal
,,12,13 Jan 2022,0.1942,1.0048107955,0.2153,0.1955,0.1644,1035,0.4000,0.0500,Normal
,,13,14 Jan 2022,0.2201,1.0048168546,0.2131,0.1960,0.1652,819,0.2500,0.1500,Normal
,,14,17 Jan 2022,0.2078,1.0048340163,0.2100,0.1933,0.1672,1686,0.3500,0.0600,Normal
,,17,18 Jan 2022,0.1239,1.0048374273,0.2061,0.1912,0.1675,2417,0.2000,0.0500,Normal
,,18,19 Jan 2022,0.1417,1.0048413282,0.2027,0.1903,0.1678,2307,0.2500,0.0500,Normal
,,19,20 Jan 2022,0.1217,1.0048446786,0.1988,0.1882,0.1679,1739,0.2500,0.0300,Normal
,,20,21 Jan 2022,0.3139,1.0048533203,0.2027,0.1888,0.1692,2181,0.5000,0.0500,Normal
,,21,24 Jan 2022,0.2520,1.0048741332,0.2141,0.1900,0.1708,3022,0.5000,0.0100,Normal
,,24,25 Jan 2022,0.1559,1.0048784252,0.2093,0.1893,0.1712,1570,0.4500,0.0100,Normal
,,25,26 Jan 2022,0.2025,1.0048840002,0.2061,0.1887,0.1717,1464,0.3000,0.0050,Normal
,,26,27 Jan 2022,0.4588,1.0048966315,0.2111,0.1917,0.1738,4010,0.7500,0.2000,Normal
,,27,28 Jan 2022,0.3056,1.0049050451,0.2141,0.1940,0.1748,1464,0.4500,0.0050,Normal
,,28,31 Jan 2022,0.3513,1.0049340607,0.2226,0.1991,0.1776,2752,1.0000,0.0300,Normal
,,31,03 Feb 2022,0.4113,1.0049680329,0.2328,0.2065,0.1801,-,-,-,Contingency
,Feb,03,04 Feb 2022,0.3069,1.0049764829,0.2381,0.2086,0.1812,2354,0.4500,0.1800,Normal
,,04,07 Feb 2022,0.2550,1.0049975461,0.2485,0.2141,0.1831,1364,0.3500,0.0300,Normal
,,07,08 Feb 2022,0.2679,1.0050049226,0.2524,0.2162,0.1833,1045,0.4000,0.2000,Normal
,,08,09 Feb 2022,0.2320,1.0050113105,0.2552,0.2177,0.1833,999,0.3500,0.1500,Normal
,,09,10 Feb 2022,0.1587,1.0050156803,0.2556,0.2182,0.1829,1037,0.3500,0.0500,Normal
,,10,11 Feb 2022,0.1079,1.0050186513,0.2558,0.2176,0.1832,1401,0.2000,0.0500,Normal
,,11,14 Feb 2022,0.1998,1.0050351556,0.2558,0.2182,0.1848,2293,0.3000,0.1000,Normal
,,14,15 Feb 2022,0.1255,1.0050386113,0.2531,0.2175,0.1849,1699,0.2500,0.0100,Normal
,,15,16 Feb 2022,0.1753,1.0050434382,0.2521,0.2176,0.1854,2261,0.3500,0.0100,Normal
,,16,17 Feb 2022,0.3018,1.0050517484,0.2551,0.2185,0.1865,1656,0.4500,0.1500,Normal
,,17,18 Feb 2022,0.2827,1.0050595327,0.2603,0.2189,0.1874,1996,0.4500,0.0300,Normal
,,18,21 Feb 2022,0.5133,1.0051019352,0.2913,0.2281,0.1941,1818,0.7500,0.1500,Normal
,,21,22 Feb 2022,0.2383,1.0051084973,0.2909,0.2279,0.1947,1409,0.5000,0.1000,Normal
,,22,23 Feb 2022,0.3306,1.0051176011,0.2934,0.2304,0.1959,2779,0.4500,0.2000,Normal
,,23,24 Feb 2022,0.2791,1.0051252868,0.2943,0.2319,0.1968,1581,0.3800,0.0000,Normal
,,24,25 Feb 2022,0.3585,1.0051351591,0.3008,0.2341,0.1982,2317,0.5500,0.2000,Normal
,,25,28 Feb 2022,0.4876,1.0051754416,0.3168,0.2454,0.2037,2109,1.1000,0.2000,Normal
,,28,01 Mar 2022,0.3278,1.0051844689,0.3101,0.2504,0.2039,1189,0.7500,0.1500,Normal
,Mar,01,02 Mar 2022,0.1873,1.0051896270,0.3021,0.2511,0.2039,1436,0.4000,0.0500,Normal
,,02,03 Mar 2022,0.0958,1.0051922653,0.2909,0.2510,0.2035,2403,0.3500,0.0000,Normal
,,03,04 Mar 2022,0.0746,1.0051943197,0.2826,0.2497,0.2031,2854,0.2500,0.0200,Normal
,,04,07 Mar 2022,0.0503,1.0051984754,0.2606,0.2436,0.2016,4502,0.2500,0.0100,Normal
,,07,08 Mar 2022,0.0353,1.0051994476,0.2523,0.2403,0.2008,1862,0.1500,0.0100,Normal
,,08,09 Mar 2022,0.0671,1.0052012955,0.2464,0.2386,0.2004,2362,0.3000,0.0100,Normal
,,09,10 Mar 2022,0.0552,1.0052028157,0.2427,0.2377,0.2001,1879,0.2000,0.0100,Normal
,,10,11 Mar 2022,0.1287,1.0052063601,0.2435,0.2374,0.2003,1870,0.3000,0.0100,Normal
,,11,14 Mar 2022,0.1339,1.0052174229,0.2364,0.2351,0.2009,2054,0.2500,0.0300,Normal
,,14,15 Mar 2022,0.1697,1.0052220964,0.2380,0.2333,0.2015,1688,0.5500,0.0800,Normal
,,15,16 Mar 2022,0.2256,1.0052283095,0.2398,0.2336,0.2021,2358,0.4500,0.0100,Normal
,,16,17 Mar 2022,0.3080,1.0052367920,0.2400,0.2349,0.2031,2098,0.4500,0.0100,Normal
,,17,18 Mar 2022,0.2828,1.0052445805,0.2400,0.2353,0.2039,1833,0.6500,0.0300,Normal
,,18,21 Mar 2022,0.2674,1.0052666739,0.2137,0.2367,0.2059,1735,0.5000,0.0100,Normal
,,21,22 Mar 2022,0.4299,1.0052785140,0.2205,0.2399,0.2075,2841,0.8500,0.0800,Normal
,,22,23 Mar 2022,0.5122,1.0052926209,0.2270,0.2444,0.2093,1967,0.7500,0.1000,Normal
,,23,24 Mar 2022,0.6932,1.0053117132,0.2418,0.2504,0.2125,1538,0.9000,0.0300,Normal
,,24,25 Mar 2022,0.5659,1.0053272997,0.2492,0.2533,0.2149,808,0.8500,0.2000,Normal
,,25,28 Mar 2022,0.6959,1.0053848017,0.2715,0.2674,0.2245,1540,1.0000,0.3000,Normal
,,28,29 Mar 2022,0.5117,1.0053988963,0.2798,0.2706,0.2268,1340,0.9000,0.0500,Normal
,,29,30 Mar 2022,0.2905,1.0054068982,0.2802,0.2707,0.2280,1248,0.8000,0.1000,Normal
,,30,31 Mar 2022,0.4571,1.0054194892,0.2859,0.2726,0.2293,1388,0.5500,0.3500,Normal
,,31,01 Apr 2022,0.6085,1.0054362508,0.2949,0.2760,0.2322,933,0.9000,0.1800,Normal
,Apr,01,04 Apr 2022,0.4185,1.0054708350,0.3239,0.2815,0.2378,2414,0.7000,0.1000,Normal
,,04,05 Apr 2022,0.4275,1.0054826114,0.3361,0.2847,0.2399,1829,0.6000,0.0500,Normal
,,05,06 Apr 2022,0.3975,1.0054935616,0.3473,0.2871,0.2417,-,-,-,Contingency
,,06,07 Apr 2022,0.2100,1.0054993466,0.3524,0.2881,0.2425,1107,0.5000,0.0100,Normal
,,07,08 Apr 2022,0.2788,1.0055070270,0.3603,0.2896,0.2433,2311,0.5500,0.1000,Normal
,,08,11 Apr 2022,0.3149,1.0055330517,0.3827,0.2957,0.2451,3732,0.5500,0.0500,Normal
,,11,12 Apr 2022,0.2087,1.0055388011,0.3851,0.2960,0.2451,4753,0.5500,0.0100,Normal
,,12,13 Apr 2022,0.2020,1.0055443660,0.3873,0.2961,0.2453,2319,0.4500,0.0100,Normal
,,13,14 Apr 2022,0.3710,1.0055545868,0.3949,0.2978,0.2464,1980,0.6000,0.0200,Normal
,,14,18 Apr 2022,0.3222,1.0055900925,0.4047,0.3038,0.2469,2397,0.6000,0.0100,Normal
,,18,19 Apr 2022,0.1256,1.0055935528,0.4001,0.3036,0.2464,2797,0.3500,0.0100,Normal
,,19,20 Apr 2022,0.0697,1.0055954731,0.3937,0.3030,0.2450,1883,0.3500,0.0100,Normal
,,20,21 Apr 2022,0.1775,1.0056003633,0.3908,0.3015,0.2446,1026,0.3000,0.0100,Normal
,,21,22 Apr 2022,0.1685,1.0056050056,0.3824,0.3006,0.2445,2017,0.5000,0.0100,Normal
,,22,25 Apr 2022,0.3626,1.0056349754,0.3603,0.3053,0.2467,3986,0.6500,0.0100,Normal
,,25,26 Apr 2022,0.3009,1.0056432657,0.3476,0.3064,0.2470,3672,0.6000,0.0100,Normal
,,26,27 Apr 2022,0.4155,1.0056547135,0.3386,0.3059,0.2483,3075,0.7500,0.2200,Normal
,,27,28 Apr 2022,0.3473,1.0056642823,0.3273,0.3064,0.2497,2311,0.6500,0.2000,Normal
,,28,29 Apr 2022,0.3586,1.0056741627,0.3224,0.3065,0.2509,1890,0.4500,0.1000,Normal
,,29,04 May 2022,0.6764,1.0057673459,0.3588,0.3227,0.2648,2808,1.4000,0.3000,Normal
,May,04,05 May 2022,0.4734,1.0057803906,0.3603,0.3252,0.2668,2445,0.6500,0.1000,Normal
,,05,06 May 2022,0.8411,1.0058035676,0.3751,0.3318,0.2711,2688,1.2500,0.4600,Normal
,,06,09 May 2022,1.0536,1.0058906675,0.4537,0.3588,0.2872,1676,1.5000,0.4000,Normal
,,09,10 May 2022,0.8536,1.0059141915,0.4717,0.3667,0.2913,1190,1.1000,0.3500,Normal
,,10,11 May 2022,0.7515,1.0059349023,0.4862,0.3739,0.2946,2780,1.1500,0.2000,Normal
,,11,12 May 2022,0.8674,1.0059588078,0.5082,0.3814,0.2985,1714,1.0500,0.1800,Normal
,,12,13 May 2022,0.8913,1.0059833725,0.5312,0.3892,0.3023,942,1.0500,0.4000,Normal
,,13,17 May 2022,1.3711,1.0061345290,0.6695,0.4418,0.3284,1101,1.8800,1.0000,Normal
,,17,18 May 2022,0.9053,1.0061594839,0.6889,0.4488,0.3321,1483,1.0500,0.5000,Normal
,,18,19 May 2022,1.0299,1.0061878742,0.7191,0.4546,0.3367,1989,1.2000,0.8000,Normal
,,19,20 May 2022,0.8836,1.0062122322,0.7462,0.4588,0.3402,2546,1.2000,0.6600,Normal
,,20,23 May 2022,1.1684,1.0063088616,0.8395,0.4861,0.3563,1113,1.5500,0.8000,Normal
,,23,24 May 2022,1.0128,1.0063367846,0.8612,0.4943,0.3611,1169,1.2000,0.4500,Normal
,,24,25 May 2022,0.9456,1.0063628557,0.8806,0.5009,0.3654,1643,1.1500,0.5500,Normal
,,25,26 May 2022,0.8330,1.0063858228,0.8984,0.5048,0.3693,1232,1.1000,0.4000,Normal
,,26,27 May 2022,0.7681,1.0064070010,0.9101,0.5080,0.3727,2157,1.0500,0.4000,Normal
,,27,30 May 2022,0.8901,1.0064806286,0.9531,0.5208,0.3853,1898,1.1000,0.5500,Normal
,,30,31 May 2022,0.6365,1.0064981800,0.9429,0.5221,0.3867,1472,1.2000,0.0500,Normal
,,31,01 Jun 2022,0.7187,1.0065179984,0.9443,0.5263,0.3901,1973,1.0500,0.4800,Normal
,Jun,01,02 Jun 2022,0.3254,1.0065269715,0.9329,0.5278,0.3911,2752,0.8000,0.0500,Normal
,,02,03 Jun 2022,0.5300,1.0065415869,0.9282,0.5326,0.3935,3578,0.8000,0.1000,Normal
,,03,06 Jun 2022,0.5567,1.0065876424,0.9179,0.5488,0.3995,3291,0.9000,0.2500,Normal
,,06,07 Jun 2022,0.4380,1.0065997214,0.8980,0.5531,0.4002,2808,0.7500,0.1000,Normal
,,07,08 Jun 2022,0.4952,1.0066133781,0.8800,0.5581,0.4011,2675,0.7000,0.0500,Normal
,,08,09 Jun 2022,0.5242,1.0066278347,0.8629,0.5630,0.4027,3354,0.7000,0.3500,Normal
,,09,10 Jun 2022,0.5809,1.0066438552,0.8541,0.5688,0.4052,2416,0.8000,0.3500,Normal
,,10,13 Jun 2022,0.7950,1.0067096318,0.8500,0.5904,0.4157,2424,1.0000,0.6000,Normal
,,13,14 Jun 2022,0.5746,1.0067254799,0.8243,0.5952,0.4173,3511,0.8500,0.1000,Normal
,,14,15 Jun 2022,0.4416,1.0067376599,0.7943,0.5982,0.4179,3015,0.8500,0.0500,Normal
,,15,16 Jun 2022,0.3983,1.0067486458,0.7629,0.6000,0.4190,2384,0.7000,0.3500,Normal
,,16,17 Jun 2022,0.7937,1.0067705377,0.7443,0.6053,0.4223,3591,1.0000,0.2000,Normal
,,17,20 Jun 2022,1.2041,1.0068701749,0.7699,0.6357,0.4382,4120,1.9600,0.5000,Normal
,,20,21 Jun 2022,0.9917,1.0068975314,0.7642,0.6436,0.4426,2507,1.3000,0.5000,Normal
,,21,22 Jun 2022,1.4164,1.0069366046,0.7722,0.6544,0.4496,3356,1.6000,0.5000,Normal
